distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0862481000076514,154.2376338999893,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4937126000004355,156.32250589999603,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.219368799997028,158.8206599999976,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.494066000013845,161.03931389999343,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987350000010338,163.5361533999967,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.704254000011133,166.03638189999037,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.012562899995828,167.74017629999435,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496100899996236,169.7558254999749,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8694566000194754,172.2535817999742,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.16438949998701,174.12252289999742,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4954927999933716,176.28966719997698,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7369082999939565,178.78657810000004,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.493517700000666,180.52323679998517,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990184000052977,183.01956479999353,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498766800010344,185.5206768999924,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498241000022972,188.02079339997726,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4992327999789268,190.51967009998043,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8454337999864947,193.02076029998716,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501856399991084,194.8680050999974,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990063000004739,197.3708912000002,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9698236999975052,199.8715609999781,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5102161999966484,201.84026169998106,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3509101000090595,204.35357999999542,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496458999987226,206.70649689997663,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986465999973007,209.2043836999801,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.818866400019033,211.70421909997822,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2572292999830097,216.53555589998723,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4933158000058029,218.79077819999657,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8872583999764174,221.28763679999975,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8149445000162814,223.17420649999985,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.493964799999958,224.9904288999969,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5031346999749,None,227.5031346999749,None,0.012037037,-0.06388889,0,0,0,0.012379589985357597,None,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.05317349999677,None,235.05317349999677,None,main,k,k,1,0.8843046000110917,237.08856799997739,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.509353600005852,238.97597249998944,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1529100999759976,241.488369699975,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0982966000156011,243.64226199997938,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0980449999915436,245.74126079998678,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4940983999986202,247.84113019998767,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989467000123113,250.33855929999845,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,2,None,None,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498532099998556,252.83859469997697,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987230000260752,255.33859209998627,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,1,None,None,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989361000189092,257.8389308999758,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982865000201855,260.3388872999931,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9035474999982398,262.8391890999919,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9073913000174798,264.74131649997435,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5015296000055969,266.65316689998144,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498591999989003,269.155944499973,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.868635799997719,271.6555726999941,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4952004999795463,273.53553149997606,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.054570699983742,276.0218428999942,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4930176000052597,278.07560669997474,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984621000185143,280.571939299989,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987213999847881,283.07187509999494,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989723000035156,285.57206009997753,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,1,None,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982600000221282,288.0723664999823,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,2,None,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4996102000004612,290.57189969997853,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990122999879532,293.0733437999734,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0697019999788608,295.5736587999854,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8986575999879278,297.641707999981,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9818337000033353,299.54199789999984,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4931186999892816,301.5251794999931,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988885000057053,304.02198979997775,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2039801999926567,306.52189069997985,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493818699993426,308.72546349998447,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7037287000275683,311.22288689998095,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4932231999991927,312.92539969997597,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1034055999771226,315.42249659998924,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8657515000086278,317.52585929998895,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936488999810535,319.3925550999993,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,k,0,0.8206384000077378,321.8891204999818,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.8573713000223506,324.7208013999916,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
