distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
positive,blue,1,k,None,,,,,,,,,0,213,213,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0655053000009502,714.9535433000055,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,214,214,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.715420799999265,717.0203557000059,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,215,215,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,0.7843226999975741,718.7370962000059,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,216,216,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,k,0,1.508074099998339,720.5229607000001,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,217,217,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5022892999986652,724.0488010000045,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,218,218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982657000000472,726.551406000006,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,219,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985087000022759,729.0507488000003,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,220,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988968999969075,731.5510926000061,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,221,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1022231000024476,734.0514050999991,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4949687999978778,736.1539294000031,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,223,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8532148000012967,738.6515597000034,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,224,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4940921000015805,740.5038615000012,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,225,225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0199769000028027,743.0018115000057,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,226,226,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493565500000841,745.0210617000048,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,227,227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988282000049367,747.5178682000042,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,228,228,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9202416999978595,750.0183412000042,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,229,229,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493394700002682,751.9378966000004,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,230,230,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4992605000006733,754.4346284000057,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,231,231,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982549999986077,756.9354807000054,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,232,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987206000005244,759.4349769000037,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,233,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8176719999974011,761.9358307000002,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,234,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0179473999960464,763.7542227000013,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,235,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9966510000012931,765.7710231000019,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,236,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4954078999944613,767.7799128000042,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,237,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498733499996888,770.2682631000062,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,238,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983945999993011,772.7687871000016,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,239,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6958540999985416,775.2687093999994,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.9669874000028,None,,,,,,,,
