distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,33.58012830000371,None,-0.28796297,0.14074074,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,41.65153614999872,None,None,0.34537038,-0.4138889,0,0,0,1.0101934499980416,None,97.85283220000565,None,97.85283220000565,None,-0.09351852,-0.1,0,0,0,0.013823250017594546,None,99.25355179999315,None,99.25355179999315,None,101.26854979999189,None,101.26854979999189,None,prac,k,k,1,1.5988642000011168,103.28305820000242,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5031818999996176,106.88627590000397,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989308999938658,109.39046840000083,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4952537000062875,111.8998081000027,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989329999953043,114.39357359999849,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988318999967305,116.88644899999781,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9844832000089809,119.38680290000048,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4965385999967111,121.37907959999575,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498616700002458,123.87867619999452,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0375088999862783,126.37060480000218,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4935978000139585,128.40820979999262,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0035759000020334,130.90543400000024,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4934214999957476,132.90829759999178,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987082000006922,135.41080359999614,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8365311000088695,137.90416960000584,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0497730000060983,139.74213040000177,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4932992000103695,141.79236029999447,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9345367999922018,144.2876569999935,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.817809699990903,146.22398120000435,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4939370000065537,148.04183560000092,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8202249000023585,150.53780320000078,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4936533000000054,152.359020399992,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498963999998523,154.8541722999944,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987349000002723,157.3547036999953,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983847000112291,159.85442419999163,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988808000052813,162.35449549999612,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.030666000006022,164.8542895999999,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4997851000080118,166.88744079999742,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499066300006234,169.38775290000194,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9195858000020962,171.88797690000501,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4946010999992723,173.80957620000117,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8037438000028487,176.30480840000382,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4934573999926215,178.10941459999594,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986171999917133,180.60422819999803,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9537789000023622,183.10439300000144,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8287431000062497,185.05939330000547,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4968490000028396,186.8902689999959,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8859558999974979,189.38854739999806,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8956570000009378,191.2762892000028,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.497302200004924,193.173887500001,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.68615639999916,None,195.68615639999916,None,-0.042592593,-0.17407407,1,0,0,st_main_back,0.012549050006782636,None,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.89415150000423,None,205.89415150000423,None,main,k,k,1,0.7063736999989487,207.9533245000057,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.492864499989082,209.66150089999428,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6374503999977605,212.1552659000008,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6949947999964934,213.79393770000024,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6525912999932189,215.49046149999776,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493150100010098,217.14356250000128,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990944000019226,219.63864089999697,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,2,None,None,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983234999963315,222.13934939999308,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4995154999924125,224.63905810000142,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984437999955844,227.14000759999908,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987611999968067,229.6392724000034,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6523562999936985,232.13992339999822,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7649658000009367,233.79436260000512,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,2,None,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4955464999948163,235.56003160000546,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988291999907233,238.0559981999977,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7704257000004873,240.55629839999892,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4932525000040187,242.32738149999932,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9191279000078794,244.82250249999925,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4949535999912769,246.7431471000018,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988834000105271,249.24057229999744,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989150000037625,251.74000940000406,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984125000046333,254.24045810000098,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4980841000069631,256.7405393999943,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,2,None,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987274000013713,259.24018789999536,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,2,None,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498402500001248,261.7401663000055,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7526654999965103,264.24034380000376,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9000480999966385,265.99484879999363,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7315826999983983,267.8946833999944,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4934082999970997,269.62827560000005,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991568999976153,272.12337699999625,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7675661999965087,274.6235366000037,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4958954000030644,276.39328409999143,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7369886000087718,278.8910604999983,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4939941000047838,280.6281566999969,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6532451999955811,283.1237136999989,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7323565999977291,284.7788373999938,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4940016000036849,286.51165679999394,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989838000037707,289.00722210000094,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6703994999988936,291.5076765999984,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4934711000096286,293.18847860000096,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8373799999972107,295.67447019999963,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.83144120000361,297.5118918999942,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7157810000062454,299.34600160000264,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4933094999869354,301.0622754999931,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
