distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,yellow,2,k,None,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986348999955226,596.2067293,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,168,168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991233000037028,598.7068434999965,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,2,None,None,,,,,,,,,0,169,169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498260599997593,601.2070057999954,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,1,None,None,,,,,,,,,0,170,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499258900003042,603.7063922999951,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,171,171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.4702879000105895,606.2067056999949,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,172,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4940605000010692,608.6784213999927,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,173,173,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981501000002027,611.1737248999998,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,174,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8545358999981545,613.6731557999883,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,175,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.3316645000013523,615.5284009999887,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,176,176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936844000039855,617.8619164999982,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,177,177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0515453000116395,620.3575395999942,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,178,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4957368999894243,622.4113687999925,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,179,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0870054999977583,624.9071512999944,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,180,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4945254000049317,627.0051939999976,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,1,None,None,,,,,,,,,0,181,181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4978611999977147,629.4924302,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,182,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9136202000081539,631.9913772999862,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,183,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.500501600006828,633.906828399995,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,184,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7870311000006041,636.4079529999872,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,185,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8290473999950336,638.1956461999944,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,2,None,None,,,,,,,,,0,186,186,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4966207999968901,640.026773199992,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,187,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4992619000113336,642.5242813999939,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,,,,,0,188,188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986264999897685,645.0250042999978,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,189,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8694257000024663,647.5246589999879,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,190,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938461999990977,649.3964515999978,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,,,,,0,191,191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986873999878298,651.890435999987,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984908000042196,654.3914858999924,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,193,193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8491923999972641,656.890897099991,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,2,None,None,,,,,,,,,0,194,194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4998858999897493,658.7413414999901,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,1,None,None,,,,,,,,,0,195,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983175000088522,661.2434399999911,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,196,196,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.00313460000325,663.7423682999943,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4941129999933764,665.7564046999905,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.865652599997702,668.2421204999991,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,199,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6652681999985361,670.1093654999859,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4973549999995157,671.7762156999961,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,201,201,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499192299990682,674.2746132999891,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,202,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991392999945674,676.7750088999892,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,1,None,None,,,,,,,,,0,203,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,k,0,0.28589719999581575,679.2755297999975,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,204,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,2.2394627000030596,681.5750859999971,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,1,None,None,,,,,,,,,0,205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5020167000038782,685.8253291000001,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,206,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9796628999902168,688.3256403999985,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,207,207,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.500350399990566,690.3079568999965,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,208,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8678349999972852,692.8091114999988,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,,,,,0,209,209,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.496501299989177,694.678493799991,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,2,None,None,,,,,,,,,0,210,210,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982507999957306,697.1759868999943,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,211,211,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7637296000029892,699.6753684999858,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,,,,,0,212,212,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5011251999967499,701.4420307999972,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,213,213,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986537999939173,703.9427474999975,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,214,214,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981082000012975,706.4435075999936,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,215,215,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8702296999981627,708.9424895999982,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,216,216,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7332650000025751,710.8142566999886,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,217,217,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.91439679999894,712.5478191999864,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,218,218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.731531500001438,714.4638897999976,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,2,None,None,,,,,,,,,0,219,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938404999993509,716.1975634999981,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,220,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1367546999972546,718.6926486999873,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,221,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4942068999953335,720.8305257999891,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8704311000037706,723.3263609999995,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,,,,,0,223,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938307999982499,725.1973030999943,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,224,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9011210999888135,727.6931786999921,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,225,225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4961007999954745,729.5963717999985,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,226,226,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8540923000109615,732.0928948999936,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,2,None,None,,,,,,,,,0,227,227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4934254999971017,733.9480691999925,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,228,228,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985741999989841,736.4431691999926,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,229,229,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7344530999980634,738.9427380999987,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,230,230,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1279103999986546,740.6792060999869,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,231,231,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7990450999932364,742.8099136999954,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,1,None,None,,,,,,,,,0,232,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5004869999975199,744.6096651999978,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,233,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497753499992541,747.1105312,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,,,,,0,234,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987846000003628,749.6098582999985,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,235,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988412999955472,752.110045399997,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,1,None,None,,,,,,,,,0,236,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982090999983484,754.6104483999952,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,2,None,None,,,,,,,,,0,237,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991936000005808,757.109725199989,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,238,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8203007999982219,759.6105448999879,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,239,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938070999924093,761.4318913999887,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.9262368999916,None,,,,,,,,
