distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,red,2,None,None,,,,,,,,,0,194,194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4927904999931343,644.9162215000251,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,195,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990225000074133,647.4106703000143,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,196,196,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.747274399996968,649.9111728999997,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5009445000032429,651.66073220002,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8004288999945857,654.162189900002,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,199,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7847865999792702,655.9637464999978,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4937666000041645,657.7592361000134,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,201,201,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498523899994325,660.2447754000023,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,202,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987855000072159,662.744989800005,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,203,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498573499993654,665.2446849000116,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,204,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.003544500010321,667.744555000012,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.494170399993891,669.7496604000044,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,206,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9705114999960642,672.2444590000086,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,207,207,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4937526999856345,674.2167428000248,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,208,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0205908000061754,676.7133004000061,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,209,209,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4931683000177145,678.7331531000091,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,210,210,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4992596999800298,681.2288101000013,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,211,211,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0359315999958199,683.7288957000128,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,212,212,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.494370100001106,685.768265700026,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,213,213,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984791000024416,688.2632898000011,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,214,214,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989365999936126,690.7625720000069,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,215,215,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8708884000079706,693.2626467000227,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,216,216,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8915172000124585,695.1344076000096,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,217,217,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8711264999874402,697.0285914000124,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,218,218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0977613999857567,698.9011396999995,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,219,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4941116999834776,701.0003361999989,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,220,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9798889000085182,703.4960586000234,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,221,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4998285000037868,705.4786504000076,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7839687999803573,707.9785625000077,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,223,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4966469000210054,709.7652518000104,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,224,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9370962999819312,712.2623065000225,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,225,225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938165999774355,714.2100879000209,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,226,226,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9689737999869976,716.6964160000207,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,227,227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4947697999887168,718.667111000017,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,228,228,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983467999845743,721.1631789000239,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,229,229,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.936936300015077,723.6625953000039,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,230,230,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9654871000093408,725.6010597000131,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,231,231,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9652323000191245,727.5672990000166,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,232,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938520999858156,729.5339387000131,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,233,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987024000147358,732.0299595000106,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,234,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981467000034172,734.529923300026,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,235,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989830999984406,737.0293690000253,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,236,236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499212599999737,739.5299826000119,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,237,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498079700017115,742.0303913000098,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,238,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.770284600002924,744.5294883000024,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,239,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936481000040658,746.3013003000233,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.7965678000182,None,,,,,,,,
